Produkt,Marke,Preis,Vorheriger Preis,Preis_kg,Hinweis,Nur_online,Gueltig_raw,Gueltig_von,Gueltig_bis,Bildpfad,assigned_labels,nutrition_link,reference_row_id,rough_match_observation_ids,exact_match_observation_ids
Seifenblasenbrunnen,Seifenblasenbrunnen,"€ 4,99",,"UVP
9,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_272.jpg,"cat_non_food,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,tag_whole_food",,ref_000272,,
Holz-Outdoorküche,Lupilu,"€ 19,99",,"39,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_273.jpg,cat_non_food,,ref_000273,,
Sandspielzeug,Lupilu,"€ 2,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_274.jpg,cat_non_food,,ref_000274,,
XXL-Seifenblasenschwert,Lupilu,"€ 4,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_275.jpg,cat_non_food,,ref_000275,obs_0000012209,
Flugspiel Mini-Wurfgleiter auf Rädern,Lupilu,"€ 3,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_276.jpg,cat_non_food,,ref_000276,obs_0000010378|obs_0000016653|obs_0000014741|obs_0000011774|obs_0000024151|obs_0000016055,
Holzpferd,Lupilu,"€ 39,99",,"54,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_277.jpg,cat_non_food,,ref_000277,,
Balanciersteine,Lupilu,"€ 9,99",,"24,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_278.jpg,cat_non_food,,ref_000278,obs_0000002271|obs_0000017149|obs_0000001979|obs_0000002525,obs_0000002271|obs_0000017149|obs_0000001979|obs_0000002525
Nestschaukel,Lupilu,"€ 24,99",,"29,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_279.jpg,cat_non_food,,ref_000279,,
Schaukel,Lupilu,"€ 6,99",,"8,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_280.jpg,cat_non_food,BLS-U881100,ref_000280,,
Green Sand,Kinetic Sand,"€ 7,99",,"UVP
9,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_281.jpg,"cat_non_food,diet_vegetarian",,ref_000281,,
Rutsche,Smoby,"€ 39,99",,"UVP
89,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_282.jpg,cat_non_food,,ref_000282,obs_0000015247|obs_0000015728,
Sommerküche,Smoby,"€ 34,99",,"UVP
44,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_283.jpg,cat_non_food,,ref_000283,,
Spielball,Spielball,"€ 1,59",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_284.jpg,"cat_non_food,diet_vegan,diet_vegetarian",,ref_000284,,
Spielhaus,Smoby,"€ 89,99",,"UVP
174,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_285.jpg,"cat_non_food,diet_vegetarian",,ref_000285,,
Premium Baby-Body Wickelbody Jogginghose Strampler Wolle Seide,Lupilu,"€ 9,99",,"19,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_286.jpg,cat_non_food,,ref_000286,obs_0000014594,
Outdoor-Sitzgarnitur,Roba,"€ 34,99",,"UVP
84,90 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_287.jpg,cat_non_food,,ref_000287,,
Outdoor-Küche,Roba,"€ 59,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_288.jpg,cat_non_food,,ref_000288,obs_0000007432,
Funktions-Schlupfhose,Funktions-Schlupfhose,"€ 7,99",,"9,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_289.jpg,cat_non_food,,ref_000289,,
Trampolin Modell Fantastic 300V,Hudora,"€ 299,00",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_290.jpg,"cat_non_food,tag_ultra_processed",,ref_000290,,
Tischtennisplatten-Set,Donic,"€ 369,00",,"UVP
529,00 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_291.jpg,cat_non_food,,ref_000291,,
Sandkasten,Lupilu,"€ 34,99",,"49,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_292.jpg,cat_non_food,,ref_000292,,
PERFORMANCE Akku-Kettensäge 40 V,Parkside,"€ 79,99",,"88,72 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_293.jpg,cat_non_food,,ref_000293,obs_0000018956|obs_0000021580|obs_0000019775|obs_0000020412,
Akku-Teleskop-Heckenschere 20 V,PARKSIDE,"€ 49,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_294.jpg,cat_non_food,,ref_000294,obs_0000012591|obs_0000000186|obs_0000000184,
Akku-Regenfasspumpe 20 V,PARKSIDE,"€ 49,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_295.jpg,cat_non_food,,ref_000295,obs_0000021266|obs_0000021586|obs_0000021844|obs_0000021950|obs_0000021951|obs_0000021952|obs_0000021955|obs_0000021956|obs_0000021958|obs_0000021962|obs_0000021964|obs_0000000184|obs_0000021583|obs_0000021460,
Akku-4-in-1-Kombigerät 40 V,PARKSIDE,"€ 13,69",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_296.jpg,cat_non_food,,ref_000296,,
Smart-Akku 20 V 4 Ah,PARKSIDE PERFORMANCE,"€ 29,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_297.jpg,cat_non_food,,ref_000297,obs_0000021586|obs_0000021951|obs_0000021954|obs_0000000184|obs_0000017483,
Akku-Bodenhacke 40 V,PARKSIDE,"€ 99,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,,cat_non_food,,ref_000298,,
Rankgitter,Livarno,"€ 5,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_299.jpg,cat_non_food,,ref_000299,,
Sonnenschirmständer,Livarno,"€ 24,99",,"34,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_300.jpg,cat_non_food,,ref_000300,,
Holzfliesen,Livarno,"€ 14,99",,"24,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_301.jpg,cat_non_food,,ref_000301,,
Sonnenschirm,Livarno,"€ 14,99",,"19,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_302.jpg,cat_non_food,,ref_000302,,
Blumenregal,Livarno,"€ 9,99",,"12,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_303.jpg,cat_non_food,,ref_000303,,
Sichtschutz,Livarno,"€ 17,99",,"29,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_304.jpg,cat_non_food,,ref_000304,,
Schilf-Sichtschutzmatte,Livarno,"€ 19,99",,"24,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_305.jpg,cat_non_food,,ref_000305,,
Sonnensegel,Livarno,"€ 9,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_306.jpg,cat_non_food,,ref_000306,,
Fleecedecke,Livarno,"€ 3,50",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_307.jpg,cat_non_food,,ref_000307,obs_0000001803|obs_0000011601|obs_0000007859,
In- und Outdoorteppich,Livarno,"€ 12,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_308.jpg,cat_non_food,,ref_000308,,
Metall-Dekovogel,Livarno,"€ 9,99",,"12,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_309.jpg,cat_non_food,,ref_000309,,
Gartenzwerg,Livarno,"€ 3,59",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_310.jpg,cat_non_food,,ref_000310,,
LED-Solar-Leuchte Pilz,Livarno Home,"€ 6,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_311.jpg,cat_non_food,,ref_000311,obs_0000024894,
Deko-Solar-Leuchte,Livarno,"€ 9,99",,"12,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_312.jpg,cat_non_food,,ref_000312,obs_0000024894,
Deko-Solar-Leuchte,Livarno,"€ 6,99",,"8,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_313.jpg,cat_non_food,,ref_000313,obs_0000024894,
Gartenbox,Livarno,"€ 22,99",,"29,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_314.jpg,cat_non_food,,ref_000314,,
Solar-Springbrunnen,Livarno,"€ 6,99",,"9,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_315.jpg,"cat_non_food,diet_lactose_free",,ref_000315,,
LED-Solar-Strahler,Livarno,"€ 7,99",,"12,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_316.jpg,cat_non_food,,ref_000316,obs_0000000922|obs_0000024894|obs_0000021013|obs_0000014933|obs_0000019046|obs_0000003318|obs_0000019865,obs_0000018881|obs_0000019700|obs_0000020297
LED-Akku-Tischleuchte,Livarno,"€ 9,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_317.jpg,cat_non_food,,ref_000317,obs_0000000585|obs_0000021428|obs_0000021672|obs_0000024050|obs_0000012552|obs_0000010644|obs_0000019120|obs_0000017157|obs_0000023580|obs_0000019939|obs_0000018031|obs_0000016472|obs_0000020591|obs_0000012616|obs_0000021674,obs_0000000585|obs_0000021428|obs_0000021672|obs_0000024050
LED-Solar-Leuchten,Livarno,"€ 6,99",,"12,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_318.jpg,cat_non_food,,ref_000318,obs_0000003381|obs_0000024894|obs_0000021013|obs_0000000582|obs_0000014933|obs_0000019046|obs_0000019865,obs_0000024894|obs_0000019274|obs_0000020093|obs_0000020221
Mini-LED-Solar-Leuchten,Livarno,"€ 3,19",,"5,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_319.jpg,cat_non_food,,ref_000319,obs_0000003381|obs_0000010378|obs_0000016653|obs_0000014741|obs_0000011774|obs_0000024151|obs_0000016055,
LED-Solar-Lichterkette,Livarno,,,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_320.jpg,cat_non_food,,ref_000320,obs_0000021013|obs_0000014933|obs_0000019046|obs_0000019865|obs_0000030971|obs_0000004137|obs_0000004138|obs_0000020597|obs_0000018607|obs_0000018630|obs_0000000213|obs_0000004352|obs_0000000283|obs_0000000284|obs_0000031028|obs_0000004457|obs_0000024974|obs_0000000423|obs_0000004564|obs_0000004565|obs_0000023091|obs_0000017023|obs_0000004779|obs_0000019247|obs_0000023415|obs_0000019426|obs_0000003055|obs_0000019449|obs_0000003148|obs_0000003151|obs_0000003221|obs_0000003496|obs_0000003603|obs_0000020066|obs_0000003710|obs_0000003711|obs_0000001794|obs_0000003925|obs_0000001884|obs_0000024433|obs_0000024501|obs_0000004030|obs_0000018478|obs_0000030906|obs_0000030984|obs_0000024894|obs_0000015339|obs_0000017556|obs_0000030280|obs_0000030426,obs_0000031028|obs_0000021013|obs_0000014933|obs_0000019046|obs_0000019865
4-V-Akku-Kreuzlinienlaser,Parkside Performance,"€ 39,99",,"49,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_321.jpg,cat_non_food,,ref_000321,obs_0000017468|obs_0000016898,
20-V-Akku-Drehschlagschrauber,PARKSIDE,"€ 39,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_322.jpg,cat_non_food,,ref_000322,obs_0000021583|obs_0000015050|obs_0000017130|obs_0000021266|obs_0000021586|obs_0000021844|obs_0000021950|obs_0000021951|obs_0000021952|obs_0000021955|obs_0000021956|obs_0000021958|obs_0000021962|obs_0000021964|obs_0000000184|obs_0000012514|obs_0000023632|obs_0000017658|obs_0000021460,obs_0000015050
Silent Kompressor,PARKSIDE,"€ 129,00",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_323.jpg,cat_non_food,,ref_000323,obs_0000021263,
Laserentfernungsmesser,PARKSIDE,"€ 19,99",,"24,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_324.jpg,cat_non_food,,ref_000324,,obs_0000018985|obs_0000021288|obs_0000023823|obs_0000019804
Digitaler Drehmomentadapter,PARKSIDE,"€ 39,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_325.jpg,cat_non_food,,ref_000325,,
Nass- Trockensauger,PARKSIDE,"€ 39,99",,"47,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_326.jpg,cat_non_food,,ref_000326,obs_0000018051|obs_0000024505|obs_0000017781|obs_0000015403|obs_0000015590|obs_0000017183|obs_0000015437|obs_0000017763,obs_0000018051
Trolley-Boardcase,Esmara,"€ 39,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_327.jpg,cat_non_food,,ref_000327,obs_0000012021|obs_0000012024|obs_0000012058,
Kofferset 2-teilig,Esmara,"€ 79,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_328.jpg,cat_non_food,,ref_000328,,
Trolley-Reisetasche L,Esmara,"€ 34,99",,"54,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_329.jpg,cat_non_food,,ref_000329,obs_0000012057|obs_0000012021|obs_0000012024|obs_0000012058,obs_0000012057
Weekender,Esmara,"€ 12,99",,"14,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_330.jpg,cat_non_food,,ref_000330,,
Schlagnuss-Satz,PARKSIDE PERFORMANCE,"€ 14,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_331.jpg,cat_non_food,,ref_000331,obs_0000012711,
Schlagnuss-Satz,PARKSIDE,"€ 9,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_332.jpg,cat_non_food,,ref_000332,obs_0000012711,
Akku-Drehschlagschrauber 20 V,PARKSIDE,"€ 59,99",,"79,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_333.jpg,cat_non_food,,ref_000333,obs_0000021583|obs_0000015050|obs_0000017130|obs_0000021266|obs_0000021586|obs_0000021844|obs_0000021950|obs_0000021951|obs_0000021952|obs_0000021955|obs_0000021956|obs_0000021958|obs_0000021962|obs_0000021964|obs_0000000184|obs_0000012514|obs_0000023632|obs_0000017658|obs_0000021460,obs_0000015050|obs_0000021583
Drehmomentschlüssel-Set,PARKSIDE,"€ 19,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_334.jpg,cat_non_food,,ref_000334,obs_0000003256|obs_0000002400,obs_0000003256|obs_0000002400
Akku-Ratsche 12 V,PARKSIDE,"€ 29,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_335.jpg,cat_non_food,,ref_000335,obs_0000016474|obs_0000020593,
Mobile Autostarthilfe mit Powerbank,Ultimate Speed,"€ 29,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_336.jpg,cat_non_food,,ref_000336,obs_0000016972|obs_0000013717|obs_0000008299|obs_0000022856|obs_0000008885|obs_0000009351|obs_0000017592|obs_0000022434,
Reifentaschen-Set,Ultimate Speed,,,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_337.jpg,cat_non_food,,ref_000337,obs_0000012732,obs_0000012732
Kfz-Diagnose- und Auslesegerät,Ultimate Speed,"€ 24,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_338.jpg,cat_non_food,,ref_000338,,
Hydraulik-Rangierwagenheber,Ultimate Speed,"€ 24,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_339.jpg,cat_non_food,,ref_000339,obs_0000012550,obs_0000012550
Kfz-Batterieladegerät,Ultimate Speed,,,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_340.jpg,cat_non_food,,ref_000340,obs_0000016864|obs_0000016609,obs_0000016864|obs_0000016609
Unterstellbock-Set,Ultimate Speed,"€ 12,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_341.jpg,cat_non_food,,ref_000341,,
Autorücksitz-Organizer,Ultimate Speed,"€ 4,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_342.jpg,cat_non_food,,ref_000342,obs_0000030760|obs_0000001361|obs_0000014807,
Auto-Sonnenschutzrollos,Ultimate Speed,"€ 4,99",,"6,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_343.jpg,cat_non_food,,ref_000343,,
Autositzbezug-Set,Ultimate Speed,"€ 14,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_344.jpg,cat_non_food,,ref_000344,obs_0000010685,obs_0000010685
Kratzerentferner-Set,Sonax,"€ 6,99",,"UVP
11,49 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_345.jpg,cat_non_food,,ref_000345,,
Auto-Lufterfrischer,Yankee Candle,"€ 4,99",,"UVP
6,90 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_346.jpg,cat_non_food,,ref_000346,obs_0000022351|obs_0000022775|obs_0000003340|obs_0000015207|obs_0000016000,obs_0000022351|obs_0000022775
Cockpitstar,Sonax,"€ 4,99",,"UVP
7,99 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_347.jpg,"cat_non_food,tag_ultra_processed",,ref_000347,,
Kfz-Verbandtasche,Sensiplast,"€ 3,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_348.jpg,cat_non_food,,ref_000348,obs_0000013719|obs_0000011675|obs_0000001151|obs_0000012833|obs_0000001067|obs_0000025157,obs_0000013719|obs_0000011675|obs_0000001151|obs_0000016411|obs_0000012833|obs_0000001067|obs_0000025157
LED-Akku-Klappleuchte,PARKSIDE,"€ 4,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,,cat_non_food,,ref_000349,obs_0000016472|obs_0000020591|obs_0000012616|obs_0000000585|obs_0000021428|obs_0000021672|obs_0000021674|obs_0000024050,
Auto-Verkehrswarner,Ooono,"€ 24,99",,"49,95 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_350.jpg,"cat_non_food,tag_ultra_processed",,ref_000350,,
Spanngummi-Set,Ultimate Speed,"€ 2,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_351.jpg,cat_non_food,,ref_000351,obs_0000009594,obs_0000009594
Kofferraumtasche Antirutsch- und Schmutzfangmatte,Ultimate Speed,"€ 3,39",,1 m² = 2.83,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_352.jpg,cat_non_food,,ref_000352,obs_0000014870|obs_0000000581|obs_0000020572|obs_0000017061|obs_0000001370|obs_0000001374|obs_0000015844,
Schwerlast-Ratschen-Spanngurte-Set,Ultimate Speed,"€ 7,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_353.jpg,cat_non_food,,ref_000353,,obs_0000016454
Flachbalkenwischer,Ultimate Speed,"€ 9,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_354.jpg,cat_non_food,,ref_000354,obs_0000017066,obs_0000017066
Inspektionskamera,PARKSIDE,"€ 29,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_355.jpg,cat_non_food,,ref_000355,,
Avocado lose,Avocado lose,"€ 0,99",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_356.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_whole_food",BLS-F502100,ref_000356,obs_0000023905|obs_0000019461|obs_0000028689|obs_0000000058|obs_0000025668|obs_0000010855|obs_0000027250|obs_0000012965|obs_0000000694|obs_0000027328|obs_0000018642|obs_0000031980|obs_0000001305|obs_0000012598|obs_0000015691|obs_0000031569|obs_0000017273|obs_0000025981|obs_0000012190|obs_0000011701|obs_0000008174|obs_0000011263,obs_0000023905
Deutsche Speisekartoffeln vorwiegend festkochend,Deutsche Speisekartoffeln vorwiegend festkochend,"€ 2,22",,1 kg = 0.44,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_kartoffeln,tag_whole_food",,ref_000357,obs_0000023904|obs_0000021441|obs_0000022990|obs_0000014849|obs_0000026113|obs_0000000006|obs_0000031776|obs_0000025637|obs_0000028742|obs_0000028267|obs_0000031339|obs_0000015551|obs_0000024795|obs_0000028964|obs_0000007985|obs_0000031552|obs_0000009118|obs_0000026526|obs_0000003502|obs_0000008634|obs_0000032199,
Eisbergsalat,Eisbergsalat,"€ 0,99",,"1,19 €",,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_358.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,sub_salate,tag_whole_food",BLS-G103100,ref_000358,obs_0000000692|obs_0000003425|obs_0000025544|obs_0000007987|obs_0000024729|obs_0000027837|obs_0000029983|obs_0000013769|obs_0000006756|obs_0000006769|obs_0000006227|obs_0000028639,obs_0000003425|obs_0000025544|obs_0000007987|obs_0000000692|obs_0000024729|obs_0000027837|obs_0000029983
Paprika Mix,Paprika Mix,"€ 3,29",,Kein Mengenpreis,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_359.jpg,"cat_obst_gemuese,diet_gluten_free,diet_lactose_free,diet_vegan,diet_vegetarian,sub_frisches_gemuese,tag_ultra_processed,tag_whole_food",,ref_000359,obs_0000015395|obs_0000026181|obs_0000025228|obs_0000025791|obs_0000020194|obs_0000016848|obs_0000025535|obs_0000006964|obs_0000006976,obs_0000015395|obs_0000026181|obs_0000025228|obs_0000025791|obs_0000020194|obs_0000016848
Thunfisch Filetportionen,Fischerstolz,"€ 4,60",,22.99 €/kg,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_360.jpg,"cat_fisch_meeresfruechte,tag_ultra_processed",,ref_000360,obs_0000014181|obs_0000012672,
Metzgerfrisch Frisches Gulasch gemischt,XXL,"€ 7,77",,1 kg = 9.71,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_361.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_hackfleisch,sub_rind,sub_schwein,tag_proteinreich",,ref_000361,obs_0000022670|obs_0000022242|obs_0000023917|obs_0000021479|obs_0000006687|obs_0000008739|obs_0000007763|obs_0000005764|obs_0000027417|obs_0000029050|obs_0000012688|obs_0000029077|obs_0000000631|obs_0000000644|obs_0000000645|obs_0000022665|obs_0000001197|obs_0000000702|obs_0000022243|obs_0000000888,obs_0000022670|obs_0000022242
Metzgerfrisch Frische Schweine Minutensteaks,Metzgerfrisch Frische Schweine Minutensteaks,"€ 6,99",,1 kg = 5.83,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_362.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_schwein",,ref_000362,obs_0000021379|obs_0000021415|obs_0000022158|obs_0000022161|obs_0000023374|obs_0000025940|obs_0000024360|obs_0000022665|obs_0000000511|obs_0000000647|obs_0000008927|obs_0000001076|obs_0000001311|obs_0000003427|obs_0000022243,obs_0000021415|obs_0000022161
Premium Frisches T-Bone Steak,Metzgerfrisch,"€ 11,25",,24.99 €/kg,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_363.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_hackfleisch,sub_schwein,tag_high_protein,tag_proteinreich",,ref_000363,obs_0000020937|obs_0000017182|obs_0000028327|obs_0000028393|obs_0000011041,obs_0000020937|obs_0000017182
Metzgerfrisch Chicken Wings,Metzgerfrisch Chicken Wings,"€ 6,99",,1 kg = 8.74,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_364.jpg,"cat_fleisch_wurst,sub_gefluegel,sub_schwein,tag_high_protein,tag_proteinreich,tag_ultra_processed",,ref_000364,obs_0000022101|obs_0000022102|obs_0000022160|obs_0000017045|obs_0000027054|obs_0000020922|obs_0000000983|obs_0000007660|obs_0000025639|obs_0000018540|obs_0000016551|obs_0000023735|obs_0000023918|obs_0000022103|obs_0000022665|obs_0000022243,
Premium Frische Kalbs-Leber,Metzgerfrisch,"€ 6,99",,1 kg = 17.48,,Nein,Gültig bis 21.03,2026-03-16,2026-03-21,images_lidl/lidl_offer_365.jpg,"cat_fleisch_wurst,sub_rind,sub_schwein,sub_wurst,tag_high_protein,tag_proteinreich",,ref_000365,obs_0000022575|obs_0000022997|obs_0000022159|obs_0000018761|obs_0000019580|obs_0000018162|obs_0000020450|obs_0000029029|obs_0000030045|obs_0000002427|obs_0000002750|obs_0000011041|obs_0000003242,obs_0000022575|obs_0000022997|obs_0000022159
